asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7	obj8	pb8
0425208885	Lord Perfect (Carsington Family Series) Mass Market Paperback	Literature & Fiction	Genre Fiction	person	54.1084229946														
0425209393	The Last Godfather: The Rise and Fall of Joey Massino (Berkley True Crime) Mass Market Paperback	History	Americas	bow_tie	99.9998092651	person	77.1273493767	tie	73.9888727665										
0425211134	Murder Most Frothy (Coffeehouse Mysteries, No. 4) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	swab	65.5038774014	frisbee	64.6805465221												
042521267X	The Last Van Gogh Paperback	Literature & Fiction	Genre Fiction	person	92.2992706299														
0425213900	Female Serial Killers: How and Why Women Become Monsters 1st Edition	Biographies & Memoirs	True Crime	person	79.4308483601	can_opener	63.8798058033												
0425214230	Causing Havoc (SBC Fighters, Book 1) Mass Market Paperback	Literature & Fiction	Women's Fiction	whistle	85.4237258434														
0425216586	Simon Says (SBC Fighters, Book 2) Mass Market Paperback	Literature & Fiction	Women's Fiction	lotion	76.2438893318														
0425216594	On the Prowl Mass Market Paperback	Literature & Fiction	Short Stories & Anthologies	person	89.2306268215														
0425217639	The Heir and the Spare (Negligent Chaperone Series) Mass Market Paperback	Literature & Fiction	United States	person	74.9913930893	gown	56.8163454533												
0425218988	The Stolen Princess (The Devil Riders) Mass Market Paperback	Romance	Historical	hair_slide	94.69	person	58.4686934948	brassiere	56.6605746746										
0425219585	Murder Is Binding Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	93.1627213955	cinema	86.9896173477	potted plant	53.4612417221										
0425219763	Naked Edge (I-Team, Book 4) Mass Market Paperback	Romance	Contemporary	person	79.8776447773														
0425222462	My Lord and Spymaster (The Spymaster Series) Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	person	92.0968949795														
0425223248	His Captive Lady (The Devil Riders) Mass Market Paperback	Romance	Historical	umbrella	55.0801634789	necklace	52.58												
0425223728	The Mission, The Men, and Me: Lessons from a Former Delta Force Commander Hardcover	History	Military	person	61.5934789181	street_sign	61.5568518639	tennis_ball	56.4898192883										
0425224201	Just the Sexiest Man Alive (Berkley Sensation) Mass Market Paperback	Literature & Fiction	Women's Fiction	person	95.1231062412														
0425224260	The Diva Runs Out of Thyme (A Domestic Diva Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	confectionery	91.2618160248	potted plant	71.0223674774	bottle	66.9882774353	bakery	66.5	wine glass	64.9392783642						
0425224856	Unravel Me (A Malibu and Ewe Novel) Mass Market Paperback	Literature & Fiction	Women's Fiction	person	84.9331557751														
0425225496	Seduced at Midnight Mass Market Paperback	Literature & Fiction	United States	person	82.6915442944														
0425226743	Practice Makes Perfect (Berkley Sensation) Mass Market Paperback	Literature & Fiction	Dramas & Plays	person	77.7351915836	tie	60.5188429356	banana	55.239880085	screwdriver	51.2648284435								
0425226999	Tempted At Midnight Mass Market Paperback	Literature & Fiction	Genre Fiction	hair_spray	96.3560700417	person	84.638696909												
0425227944	The Darkest Hour (A KGI Novel) Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	person	97.9263603687	bikini	69.5216417313												
042522810X	A Corpse for Yew (A Peggy Lee Garden Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	gong	82.32	dog	70.9111094475	potted plant	59.3191742897	confectionery	52.0998954773								
042522905X	Shoot to Thrill (A Passion for Danger Trilogy) Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	person	72.5995063782														
0425229637	Good Enough to Eat Paperback	Literature & Fiction	Genre Fiction	person	56.7622423172														
0425230228	To Catch a Bride (The Devil Riders) Mass Market Paperback	Romance	Historical	cake	83.6207032204	hair_slide	78.8920402527												
0425230236	Waking Nightmare (Mindhunters) Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	person	99.062281847	street_sign	74.0773081779												
0425230287	Toast Mortem (A Hemlock Falls Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	scissors	59.0842485428	pizza	58.7104201317												
0425230856	Romancing the Pirate (Berkley Sensation) Mass Market Paperback	Romance	Historical	apron	80.9451401234	person	75.2445101738												
0425231143	Waking the Dead (Mindhunters) Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	person	71.9997227192														
0425231526	If Looks Could Chill (A Passion for Danger Trilogy) Mass Market Paperback	Literature & Fiction	United States	swimming_trunks	99.6240854263	person	87.3751819134												
0425232034	Eggsecutive Orders (A White House Chef Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	bowl	70.5202400684	space_bar	57.7529847622	hard_disc	55.247426033										
0425232263	The Forensic Psychology of Criminal Minds Paperback	Biographies & Memoirs	True Crime	cinema	71.35	barbershop	53.3946871758												
0425233200	In Other Worlds (Paranormal Romance (Berkley)) Mass Market Paperback	Science Fiction & Fantasy	Fantasy	person	81.7006766796														
0425233421	Sprinkle with Murder (Cupcake Bakery Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cake	90.4847621918	clock	87.3046159744	bakery	85.556858778	chair	63.5724544525								
0425233820	The Accidental Wedding (The Devil Riders) Mass Market Paperback	Romance	Historical	person	82.0480883121	gown	80.1495015621												
0425233839	A Kiss to Kill (A Passion for Danger Trilogy) Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	person	90.9881532192	swimming_trunks	83.9	revolver	60.9418094158										
0425234657	Our Little Secret: The True Story of a Teenage Killer and the Silence of a Small New England Town Mass Market Paperback	Politics & Social Sciences	Politics & Government	scoreboard	90.2023732662														
0425235130	Crush on You (Three Kisses) Mass Market Paperback	Literature & Fiction	Genre Fiction	person	83.802562952	gown	70.1945126057												
0425235211	Grace Under Pressure (Manor House Mysteries, No. 1) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	restaurant	90.4025793076	chair	69.1275298595	potted plant	66.8773829937	vase	61.9187891483								
0425235459	Lady Isabella's Scandalous Marriage (Mackenzies Series) Mass Market Paperback	Romance	Historical	scissors	70.7750499249	person	58.8687121868	maillot	51.3563394547										
0425235521	The Long Quiche Goodbye (Cheese Shop Mystery) Mass Market Paperback	Literature & Fiction	Genre Fiction	bakery	96.8304872513														
042523603X	Murder Past Due (Cat in the Stacks Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	bookshop	97.9245781898	clock	90.838187933	cat	84.3010246754	book	69.1415131092								
0425236048	Sketch Me If You Can (A Portrait of Crime Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	person	77.1154642105	restaurant	60.1657450199	bookshop	51.344627142										
042523634X	My Stolen Son: The Nick Markowitz Story (Berkley True Crime) Mass Market Paperback	Self-Help	Death & Grief	brass	99.4984030724	tie	92.7389681339	person	80.7780325413										
042523665X	100 Mistakes that Changed History: Backfires and Blunders That Collapsed Empires, Crashed Economies, and Altered the Course of Our World Paperback	History	Americas	umbrella	63.484621048	book	59.5547437668												
0425236838	Seven Nights to Forever Paperback	Literature & Fiction	Genre Fiction	person	64.9047911167	bed	58.9792311192												
0425237788	Lie After Lie: The True Story of A Master of Deception, Betrayal, and Murder Mass Market Paperback	History	Americas	crossword_puzzle	90.2772307396	quill	69.4984257221												
0425238660	India Black (A Madam of Espionage Mystery) Paperback	Literature & Fiction	Action & Adventure	person	88.4693205357	gown	59.5608055592												
0425238776	Pale Rose of England: A Novel of the Tudors Paperback	Literature & Fiction	Genre Fiction	person	86.7642521858	bib	84.9015891552	wig	57.36										
0425239152	A Season of Darkness: It Began with the Brutal Murder of Pure Innocence... (Berkley True Crime) Mass Market Paperback	History	Americas	scoreboard	90.8731997013	person	80.8040678501												
0425239179	Then He Kissed Me (Three Kisses) Mass Market Paperback	Literature & Fiction	Women's Fiction	person	69.4442212582														
0425239233	Buffalo West Wing (A White House Chef Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	bakery	82.42	bowl	73.3947694302	bottle	50.8671939373										
0425239241	Buttercream Bump Off (Cupcake Bakery Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	bakery	99.9712884426	cake	87.2409582138												
0425240010	Town in a Lobster Stew: A Candy Holliday Murder Mystery Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	wine glass	92.3289418221	bottle	79.4563412666	dining table	60.9376966953										
0425240142	The Chase (Fast Track) Mass Market Paperback	Literature & Fiction	Genre Fiction	swimming_trunks	99.8232066631	person	86.9455754757												
0425240169	A Lot Like Love (Berkley Sensation) Mass Market Paperback	Literature & Fiction	Women's Fiction	gown	99.8929798603	person	93.4892356396	tie	88.5096073151										
0425240495	The Many Sins of Lord Cameron (Mackenzies Series) Mass Market Paperback	Romance	Historical	football_helmet	71.3707506657	person	59.6906602383												
0425240509	The School for Brides (A School For Brides Romance) Mass Market Paperback	Romance	Historical	hoopskirt	99.9067604542	person	62.4439120293												
0425240673	Cookie Dough or Die (A Cookie Cutter Shop Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	throne	79.0595710278	chair	68.1138634682	dog	63.1815969944	theater_curtain	61.66								
042524086X	Ten Beach Road (Ten Beach Road Series) Paperback	Literature & Fiction	Genre Fiction	person	78.1891047955	kite	62.0812237263												
0425241572	Classified as Murder (Cat in the Stacks Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	88.9640510082														
0425241858	Red Heat (Men in Uniform) Mass Market Paperback	Literature & Fiction	United States	bathing_cap	98.2519388199	person	86.2040579319												
0425241904	Grace Interrupted (A Manor House Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	78.2079458237	chair	67.9690420628												
0425242102	Can't Hurry Love (Three Kisses) Mass Market Paperback	Literature & Fiction	United States	person	94.3742036819														
0425242404	Changing the Game (A Play-by-Play Novel) Paperback	Literature & Fiction	Women's Fiction	jean	97.6662158966	person	96.6437935829												
0425242676	Redeeming the Rogue (Berkley Sensation) Mass Market Paperback	Romance	Historical	person	89.4726455212	bathing_cap	78.933185339	gown	62.0100140572										
0425242765	Bitter Harvest (An Orchard Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	93.888258934	dog	91.4268791676	hand_blower	62.8763377666	apple	50.0593304634								
0425243044	Song of the Nile (Cleopatra's Daughter Trilogy) Paperback	Literature & Fiction	Genre Fiction	person	88.1953597069														
0425243729	Ecstasy Wears Emeralds (Jaded Gentleman) Mass Market Paperback	Literature & Fiction	United States	person	80.8956921101														
0425243788	The Diva Haunts the House (A Domestic Diva Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	dog	98.7956821918	potted plant	62.1186196804	apple	51.9910871983										
0425243834	Serendipity Mass Market Paperback	Literature & Fiction	Genre Fiction	person	72.2412645817														
0425243982	White Hot (Men in Uniform) Mass Market Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	swimming_trunks	99.3578672409	person	96.0867762566	bathing_cap	61.3017380238										
0425244032	Shoe Done It (Accessories Mysteries, No.1) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	chair	72.1241414547	cup	53.2425582409	carpenter's_kit	52.99										
